Customer ID,Transaction ID,Date,Time,Itemization Type,Category,Item,Gross Sales,Payment Method,Card Brand,Device Name
B4KY03M0Z97SZEF4YC5CSEDGBM,lX5Aw0GBhaTt4jo04sz55z4tLkdZY,2025-07-22,15:33:45,Service,Color,Color Retouch,$0.00,Cash,Visa,iPhone
B4KY03M0Z97SZEF4YC5CSEDGBM,lX5Aw0GBhaTt4jo04sz55z4tLkdZY,2025-07-22,15:33:45,Service,Styling,Shampoo & blow dry,$70.00,Card,Visa,iPhone
FENX036VMRJQ48E9GD3YGJXEYC,7ME3QnoztKWMRsqZp5iJLDjVTMcZY,2025-07-22,14:54:42,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
SSG7BGK7MAXS71GYTSQ5D8CDTM,NHvU25cMM6P1e90NN6t2XjL00DIZY,2025-07-22,14:37:43,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
SSG7BGK7MAXS71GYTSQ5D8CDTM,NHvU25cMM6P1e90NN6t2XjL00DIZY,2025-07-22,14:37:43,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
S3AKD03HZ0CYSBHEM6EVCW777C,5vGlRSLageiDAWyJVdDY2WGOdQCZY,2025-07-22,14:00:49,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
KGK0MX3KRJ6F7JPWWNM1R6BM90,TifMrcQ5inp9Z5ntqORmZ3XasQRZY,2025-07-22,13:26:35,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,Kaitlyn's S22+
PFR506EV67SS8SQ73W3H4J8778,lZeGesvHTHA3afIrQ5ViSWa7ZEOZY,2025-07-22,10:23:27,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
9CQHB66Q7X5W12500F0A8RQPZ4,DIQF7nPjKsv5mfd4IhFPSntuCgXZY,2025-07-19,14:11:10,Service,Foils,Highlights,$150.00,Card,MasterCard,iPhone
4YYBZ8V7653YH121DGGHP9QDHM,XGAamcEhkjs4pXLZlw6vKotsGDeZY,2025-07-19,13:37:40,Service,Styling,Shampoo & blow dry,$15.00,Card,Visa,iPhone
DCN12142VT01HTWKBKVTDRKW1W,BrixfM79ZgQ4VOQNnHf8GJn2QjSZY,2025-07-19,13:23:18,Service,Styling,Blow out,$100.00,Card,Visa,iPhone
KCTHQYX6ED3C948QXNERZH5C9R,JngCtJ0bFxTIRRVXTk6RMsZ4WR9YY,2025-07-19,12:22:57,,None,Custom Amount,$35.00,Card,MasterCard,iPhone
QN7KWKE5DPZHSCJJPWKVV4B8R0,1B4ZRefRqT6wGwwK7X0NyCvoxdWZY,2025-07-18,17:33:41,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
QN7KWKE5DPZHSCJJPWKVV4B8R0,1B4ZRefRqT6wGwwK7X0NyCvoxdWZY,2025-07-18,17:33:41,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
5Q3860KSKH1EQ2B5ZW2DP2D6S0,LoylEiDO4IYAVYbBnEjL5B4anJZZY,2025-07-18,16:50:55,Service,Styling,Shampoo & blow dry,$30.00,Card,Visa,iPhone
5Q3860KSKH1EQ2B5ZW2DP2D6S0,LoylEiDO4IYAVYbBnEjL5B4anJZZY,2025-07-18,16:50:55,Service,Wax,Chin wax,$15.00,Card,Visa,iPhone
5Q3860KSKH1EQ2B5ZW2DP2D6S0,LoylEiDO4IYAVYbBnEjL5B4anJZZY,2025-07-18,16:50:55,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
5Q3860KSKH1EQ2B5ZW2DP2D6S0,LoylEiDO4IYAVYbBnEjL5B4anJZZY,2025-07-18,16:50:55,Service,Wax,Lip wax,$15.00,Card,Visa,iPhone
303P81DWH532DFFHTTMVFY2Y68,DmReTTR1cVPCSwvirAn1flXpAnIZY,2025-07-18,16:11:47,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
GARTE3Q2EKJ85SB3K581CZ10KM,Nv914XFX9GjiSPbUsj0ZyB5HliOZY,2025-07-18,13:33:01,,None,Custom Amount,$15.00,Card,MasterCard,iPhone
GS115EJJTNKKH0JP2223R04CK0,pRRMI5qEneVkbT0mzL2hAyWS2yCZY,2025-07-18,12:17:25,Service,Styling,Shampoo & blow dry,$35.00,Card,Visa,iPhone
Y7PS860MB55KZ2T077BEBJYHPW,76BQWr7FrIsK5sCV24VK9MKUHjRZY,2025-07-18,11:35:38,Service,Styling,"Shampoo, haircut & blow dry",$50.00,Card,Discover,iPhone
QPA657RBB7G0Q6N3J7S3BK646C,Ndu2rmyFoB5EnCNMDcFFwNToSSEZY,2025-07-18,11:08:47,Service,Haircuts,Women’s haircut,$50.00,Card,MasterCard,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,1Zqwyyhd8blBw44T9Y6I0cZtsUYZY,2025-07-18,10:48:41,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,iPhone
X6CMCZRX6N67WGH9XN7CXQDK4M,lrToz8FdHi9We16fti6W1vVDBmOZY,2025-07-17,18:43:53,Service,Foils,Highlights and Root color,$200.00,Card,Visa,iPhone
6W6WXE5GMMJJTDZHFZTYAZV1RM,5TMNJfFbaBarRKUI7TGLfOzHkdAZY,2025-07-17,16:47:29,Service,Foils,Highlights,$140.00,Card,Visa,iPhone
6W6WXE5GMMJJTDZHFZTYAZV1RM,5TMNJfFbaBarRKUI7TGLfOzHkdAZY,2025-07-17,16:47:29,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
6W6WXE5GMMJJTDZHFZTYAZV1RM,5TMNJfFbaBarRKUI7TGLfOzHkdAZY,2025-07-17,16:47:29,Service,Wax,Lip wax,$15.00,Card,Visa,iPhone
6W6WXE5GMMJJTDZHFZTYAZV1RM,5TMNJfFbaBarRKUI7TGLfOzHkdAZY,2025-07-17,16:47:29,Service,Wax,Chin wax,$15.00,Card,Visa,iPhone
6W6WXE5GMMJJTDZHFZTYAZV1RM,5TMNJfFbaBarRKUI7TGLfOzHkdAZY,2025-07-17,16:47:29,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
HHW9P0CPPE63TF6QHR9NSFV2T4,h7e3rCIvTe3dKptvFYQpN6y9wRQZY,2025-07-17,14:18:41,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,Kaitlyn's S22+
HHW9P0CPPE63TF6QHR9NSFV2T4,h7e3rCIvTe3dKptvFYQpN6y9wRQZY,2025-07-17,14:18:41,Service,Wax,Eyebrow tint,$25.00,Card,Visa,Kaitlyn's S22+
FDKHXRQYS51TF65R422MFEHRY8,x7aD5YfYUVu5ZaAJm1l48BC0qbJZY,2025-07-17,14:00:48,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
FM3TGA4ZSR85XHD0DARJ087KA8,fwD4vDkj9RBccSMcsYormm3q8adZY,2025-07-17,11:55:00,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
7EXX0EJ6TGKM1Y918THHXBJQM8,7kKqxqgVbhjq5M4pGnt2Lgq2qH6YY,2025-07-17,9:51:06,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
7EXX0EJ6TGKM1Y918THHXBJQM8,7kKqxqgVbhjq5M4pGnt2Lgq2qH6YY,2025-07-17,9:51:06,Service,Wax,Full face wax,$45.00,Card,Visa,iPhone
9XK5SWZZZRXXF8CP0K4V1HNNFR,Ty3i4RncKfbp1OoOWUNGFlH9rFDZY,2025-07-16,15:22:06,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
BYPFKE0WD394DE8YE2B5GZ4MP4,tPTufM4ggoNNb63HgZKjy3CO4VZZY,2025-07-16,14:54:11,Service,Color,Color Retouch,$0.00,Cash,MasterCard,iPhone
BYPFKE0WD394DE8YE2B5GZ4MP4,tPTufM4ggoNNb63HgZKjy3CO4VZZY,2025-07-16,14:54:11,Service,Haircuts,Women’s haircut,$70.00,Card,MasterCard,iPhone
ZDY7M0DXTDK8ZYRX4X9ESKRVVR,BngVXvVcb9T0kNoDgb7Mha087OWZY,2025-07-16,14:25:25,Service,Foils,Highlights,$180.00,Card,Visa,iPhone
ZDY7M0DXTDK8ZYRX4X9ESKRVVR,BngVXvVcb9T0kNoDgb7Mha087OWZY,2025-07-16,14:25:25,Service,Wax,Lip wax,$15.00,Card,Visa,iPhone
ZDY7M0DXTDK8ZYRX4X9ESKRVVR,BngVXvVcb9T0kNoDgb7Mha087OWZY,2025-07-16,14:25:25,Service,Wax,Chin wax,$15.00,Card,Visa,iPhone
ZDY7M0DXTDK8ZYRX4X9ESKRVVR,BngVXvVcb9T0kNoDgb7Mha087OWZY,2025-07-16,14:25:25,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
QB8BJNWKYX8QWQE8ZTXS7HX9FM,fu8xhtcOolnBAZ8dqOJdDisrybVZY,2025-07-16,13:44:41,Service,Color,Color Retouch,$0.00,Cash,MasterCard,iPhone
QB8BJNWKYX8QWQE8ZTXS7HX9FM,fu8xhtcOolnBAZ8dqOJdDisrybVZY,2025-07-16,13:44:41,Service,Styling,Shampoo & blow dry,$135.00,Card,MasterCard,iPhone
J0VQ2NTFAGZJMY2QMB42E9HC10,h1f7OxlFTluTjsT6lQfLjkdIqoLZY,2025-07-16,11:50:08,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
1ST491J96DMS2273RJP7SF5XJW,xbM8x8E97lwTJXFUV3W6MGuklbcZY,2025-07-16,11:15:01,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
66XK2R55C27KWSGAAEE1PPPPHW,fmAj81lpBox2AjH6h8mKAV1DLoQZY,2025-07-16,10:57:03,,None,Custom Amount,$5.00,Card,Visa,iPhone
66XK2R55C27KWSGAAEE1PPPPHW,BXMrLCPRnyb7rXUqWbp0aUkVWT7YY,2025-07-16,10:56:07,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
CYD3PKCHFH4SQ9RRP05ARC0FQ4,7AEKm66r4dqeugqdeAiG7cEEQ7ZZY,2025-07-16,9:30:11,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
P5W2KQY6NPS95KV6JCNBHF1VQ0,3shtcRMFgarE78yAdp2kZ62vPz8YY,2025-07-15,17:20:09,Service,Haircuts,Child Haircut,$20.00,Card,Visa,iPhone
YH7A32AKR097EG26N3JX6WZ7M4,pR9y9dT1VW4uYMAgiJUmIUzz8ScZY,2025-07-15,16:49:39,Service,Haircuts,Women’s haircut,$50.00,Card,MasterCard,iPhone
S8F2TTDK88GQB0DQY2CW5D5EQR,jYQrej1DlmuwFOce9ZLTv8645GRZY,2025-07-15,15:11:16,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
S8F2TTDK88GQB0DQY2CW5D5EQR,jYQrej1DlmuwFOce9ZLTv8645GRZY,2025-07-15,15:11:16,Physical Good,None,Matrix unbreak my blonde conditioner,$26.00,Card,MasterCard,iPhone
AKZ8RXKS2WMZ7GZ090R1HQEG5G,VvxWjNajAnRbXJNfT34bChxlSLBZY,2025-07-15,14:22:11,Service,None,Perm,$80.00,Card,MasterCard,iPhone
YWGHM91XV17RD7NA7DG8MHVVDM,lHvvGriPB0BhxUMnPPhGCFq9FIAZY,2025-07-15,13:46:01,Service,Foils,Highlights,$150.00,Card,Visa,iPhone
YWGHM91XV17RD7NA7DG8MHVVDM,lHvvGriPB0BhxUMnPPhGCFq9FIAZY,2025-07-15,13:46:01,Service,Smoothing,Brazilian Blow Out,$250.00,Card,Visa,iPhone
YWGHM91XV17RD7NA7DG8MHVVDM,lHvvGriPB0BhxUMnPPhGCFq9FIAZY,2025-07-15,13:46:01,,None,Custom Amount,$50.00,Card,Visa,iPhone
EP8GEJF26PXH0DY5R14Y4P6KXG,RJpZ4QoXQSF3GRJGpJKaWhkJtneZY,2025-07-15,11:15:36,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
6H678NQ8YJ68R5WBTYTGVGVHER,NtagC1VQdYD5HWjykTqWxQauEJ9YY,2025-07-12,15:05:23,Service,Haircuts,Men’s Haircut,$25.00,Card,American Express,iPhone
KXZKQ89AFEEXM3QY5TSRH69XF4,7EUte9byHfp6BFollO0c1OEXSuYZY,2025-07-12,14:39:24,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
AZJZWMQH0D5XH5ZA18TA9D2K10,tjpMnaAOo6NlzOwN7RirZwR3aOeZY,2025-07-12,14:23:14,Service,Haircuts,Men’s Haircut,$10.00,Card,Visa,iPhone
DF3VTSHE7NNAYG1FCKYCZ61SF8,H6EtSQ5GkHb0z6OGuUrezv5vayEZY,2025-07-12,13:46:57,Service,Foils,Highlights,$180.00,Card,Visa,iPhone
KXNPVRY3D101D2TTHZ8PSMR3M0,TEKFLnH760a1UkQ6mPoEJP6JuANZY,2025-07-12,13:36:25,Service,Styling,Shampoo & blow dry,$100.00,Card,Visa,iPhone
4YYBZ8V7653YH121DGGHP9QDHM,pfiZjuNw2PTIcJ5Dpdk7Q1B665PZY,2025-07-12,10:32:09,Service,Styling,Shampoo & set,$45.00,Card,Visa,iPhone
MQJ0X9K94947BZW62PMXR1CCWG,J5Nq9mb1b8U8ltVhg8tsL4g1zsTZY,2025-07-11,18:19:55,Service,Color,Color Retouch,$95.00,Card,Visa,iPhone
,tZceXVugSmTumfQVJVo83G58aCLZY,2025-07-11,17:37:16,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
JT8YWCBK3C9F6J40V92KVR94QG,vGSqzE5T8CQXKXkOIUWue4nbzJLZY,2025-07-11,17:11:52,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
WPDV6FJ6Q0QK2RKAY3XVQG8HBC,5vQYngcLTVArY2cbXWZlHsX670MZY,2025-07-11,15:50:48,Service,Foils,Highlights & low lights,$225.00,Card,Visa,iPhone
TNFMYP6B87VVZ9HB832F2Y3CCG,R3iuh0IcCN4laZxblysCmlIA26eZY,2025-07-11,15:10:31,Service,Wax,Eyebrow tint,$25.00,Card,MasterCard,iPhone
TNFMYP6B87VVZ9HB832F2Y3CCG,R3iuh0IcCN4laZxblysCmlIA26eZY,2025-07-11,15:10:31,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
JGBEN7T9CPC7JEJ9WD13G2HCGW,r236IcXKXcHAKjNUbh3JbDvjjINZY,2025-07-11,12:49:13,Service,Color,Color Retouch,$45.00,Card,Visa,iPhone
KM5BED787DM6GNN99YEMDSQ064,BzefX8znGeh5trxVWZTlj87cdRWZY,2025-07-11,12:17:57,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,FRMzHZ2N4gVA4jp6QUT8xPiaKJCZY,2025-07-11,10:36:56,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,iPhone
WS8W00M6D6EGJJCHQJZ82C49MW,JbAr7P8eyvXS53KEGSqrwnam6fAZY,2025-07-10,18:19:48,Service,Foils,Highlights and Root color,$200.00,Card,American Express,iPhone
WS8W00M6D6EGJJCHQJZ82C49MW,JbAr7P8eyvXS53KEGSqrwnam6fAZY,2025-07-10,18:19:48,Service,None,Deep Conditioner,$30.00,Card,American Express,iPhone
WS8W00M6D6EGJJCHQJZ82C49MW,JbAr7P8eyvXS53KEGSqrwnam6fAZY,2025-07-10,18:19:48,Service,Haircuts,Women’s haircut,$45.00,Card,American Express,iPhone
AH0PDNX8PADWGBKVEC9VKS0DQ8,HU57lvRhoczKOkllUxTYTTWQDzTZY,2025-07-10,15:47:58,Service,Color,Color Retouch,$95.00,Card,Visa,iPhone
F59EBEFBM0G4FMW9YHVJ8H64QW,5p50Hy4LDtr10a9la0iPOmsGVBHZY,2025-07-10,15:25:43,Service,Styling,"Shampoo, haircut & blow dry",$50.00,Card,Visa,iPhone
A1EWXQWVJ2A82Z3DXDHDYARMM0,ToicZN9DjquWlSjAxqF75NZTvxdZY,2025-07-10,14:19:14,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
NBGY6DV6H2DT80DN8PKVXQ5NWW,PaSJwMF6xJiABd7MdCQ83npIzEMZY,2025-07-09,16:10:27,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
WV2V6Q0D2KWKYXR8X6ECNN1R6W,15Gg4YsLxrJacOVgAsiUMDx8T9MZY,2025-07-09,15:33:38,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
WV2V6Q0D2KWKYXR8X6ECNN1R6W,15Gg4YsLxrJacOVgAsiUMDx8T9MZY,2025-07-09,15:33:38,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
84RK3JW84H4XN4RBF8JFFGWBE0,J3EYdFnzcNlRW6naNvXSJCzt0k7YY,2025-07-09,14:46:05,Service,Color,Color Retouch,$70.00,Card,MasterCard,iPhone
84RK3JW84H4XN4RBF8JFFGWBE0,J3EYdFnzcNlRW6naNvXSJCzt0k7YY,2025-07-09,14:46:05,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
AFD5AD53DNFV3RC218JC98Y2AG,5ZfndW2ynzbiobwcYJoR6cFRKJQZY,2025-07-09,14:15:35,Service,Styling,"Shampoo, haircut & blow dry",$50.00,Card,Visa,iPhone
44JP2BAJDT2WBKFSB9HYZH7KMW,9TLPFWCFSavmJfyruINJne1FZeTZY,2025-07-09,13:45:39,Service,Color,Color Retouch,$80.00,Card,MasterCard,iPhone
44JP2BAJDT2WBKFSB9HYZH7KMW,9TLPFWCFSavmJfyruINJne1FZeTZY,2025-07-09,13:45:39,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
0VT4ZAZJ8GZHD29V1G1ADGC1MM,xH2iPYYh3coWsdcynmRNFZaysxJZY,2025-07-09,13:22:26,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
AH2C9KBFN9MK881WYRE4R9QHYC,NP7qSv8zJY4upqNLLMp0mUK3idEZY,2025-07-09,11:14:03,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
AH2C9KBFN9MK881WYRE4R9QHYC,NP7qSv8zJY4upqNLLMp0mUK3idEZY,2025-07-09,11:14:03,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
KZ7JENTT2C14ZPPD34A900CKJW,5XCXjqmhAxsKzwMPAyZ2s9IobU6YY,2025-07-09,11:02:25,Service,Foils,Highlights,$140.00,Card,Visa,iPhone
KZ7JENTT2C14ZPPD34A900CKJW,5XCXjqmhAxsKzwMPAyZ2s9IobU6YY,2025-07-09,11:02:25,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
74YYTFM9RN3J7A8YJYQAQEJP04,jitpdQMrPJ9sehIuWAJxoTWhTJYZY,2025-07-08,18:24:50,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
74YYTFM9RN3J7A8YJYQAQEJP04,jitpdQMrPJ9sehIuWAJxoTWhTJYZY,2025-07-08,18:24:50,Service,Styling,Shampoo & blow dry,$30.00,Card,Visa,iPhone
VMSKGHC5M6AP83DN80M8KCWDX8,7sMFBhLN2mGTdrDsrkgj7m8oHUIZY,2025-07-08,17:56:48,Service,Smoothing,Brazilian Blow Out,$200.00,Card,Visa,iPhone
VMSKGHC5M6AP83DN80M8KCWDX8,7sMFBhLN2mGTdrDsrkgj7m8oHUIZY,2025-07-08,17:56:48,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
2ZGF11ZTHYFGKZX7KWK4N5Q6HC,q1a4YL5eS7DEOwvKmJl9FjseV,2025-07-08,15:55:10,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
9R1VHW5297BRNJP5MRD8NPHH5G,S9WdOdiiHvH2i5butLYcDj4eV,2025-07-08,15:08:19,Service,None,Perm,$70.00,Card,Visa,iPhone
RAMV75BQ3GKMYXJMFX1F3XYPS0,elfrhOEvXZXJ3mXzbr3JBwqeV,2025-07-08,14:54:21,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
KNC1ZQRHXE6KR3XV33Z14D1DZM,YQiVJFX557xcqzmoYF3ExL5eV,2025-07-08,12:58:28,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
MT2GZMG0FVNYHGFDPCKCRM4188,ICzZ0YvN1Vlyz1L2AlHSnKieV,2025-07-08,10:15:23,Service,Haircuts,Men’s Haircut,$0.00,Cash,,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,OZrSX7xp0LeM8vXOY4TBbjheV,2025-07-04,10:42:33,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,iPhone
N7DY445ABNSSWX755KHRK9J264,Usneyy194Q7pMe0Nd2khdqheV,2025-07-04,9:42:31,Service,Styling,Shampoo & blow dry,$45.00,Card,Visa,iPhone
4JSXAP1Y3N9FPSX6G00KYTMNS8,0whWmAap6dx1kknQ0RLw55geV,2025-07-03,17:45:50,Service,Haircuts,Women’s haircut,$45.00,Card,MasterCard,Kaitlyn's S22+
S77HMS54616RXEZ5EZT5QYZV1G,5vOLaSLpYajJQSQKnAtXAYHIg8JZY,2025-07-03,16:38:38,,None,Custom Amount,$35.00,Card,Visa,iPhone
S77HMS54616RXEZ5EZT5QYZV1G,CF8IeSWg0RyxzoqPbdLPa2oeV,2025-07-03,16:36:09,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
